# Number of customers
12
# Drone flight limit
6500
# Travel time matrix for the truck
0.0	9100.0	9600.0	7800.0	8700.0	4900.0	4000.0	6700.0	4200.0	5200.0	3000.0	5200.0	6700.0
9100.0	0.0	2400.0	4700.0	7100.0	4400.0	5600.0	7200.0	8000.0	11100.0	10900.0	13800.0	14400.0
9600.0	2400.0	0.0	3000.0	5100.0	4700.0	6700.0	5800.0	7400.0	10300.0	10700.0	13600.0	13800.0
7800.0	4700.0	3000.0	0.0	2400.0	3700.0	6200.0	2700.0	4600.0	7400.0	8200.0	11100.0	11000.0
8700.0	7100.0	5100.0	2400.0	0.0	5700.0	8100.0	2000.0	4700.0	6700.0	8200.0	10900.0	10200.0
4900.0	4400.0	4700.0	3700.0	5700.0	0.0	2500.0	4500.0	4100.0	7000.0	6500.0	9400.0	10100.0
4000.0	5600.0	6700.0	6200.0	8100.0	2500.0	0.0	6800.0	5500.0	8000.0	6600.0	9200.0	10400.0
6700.0	7200.0	5800.0	2700.0	2000.0	4500.0	6800.0	0.0	2600.0	4800.0	6200.0	8900.0	8400.0
4200.0	8000.0	7400.0	4600.0	4700.0	4100.0	5500.0	2600.0	0.0	3000.0	3600.0	6400.0	6400.0
5200.0	11100.0	10300.0	7400.0	6700.0	7000.0	8000.0	4800.0	3000.0	0.0	2600.0	4400.0	3600.0
3000.0	10900.0	10700.0	8200.0	8200.0	6500.0	6600.0	6200.0	3600.0	2600.0	0.0	2900.0	3800.0
5200.0	13800.0	13600.0	11100.0	10900.0	9400.0	9200.0	8900.0	6400.0	4400.0	2900.0	0.0	2400.0
6700.0	14400.0	13800.0	11000.0	10200.0	10100.0	10400.0	8400.0	6400.0	3600.0	3800.0	2400.0	0.0
# Travel time matrix for the drones
0.0	6000.0	6400.0	5200.0	5800.0	3200.0	2600.0	4400.0	2800.0	3400.0	2000.0	3400.0	4400.0
6000.0	0.0	1600.0	3100.0	4700.0	2900.0	3700.0	4800.0	5300.0	7400.0	7200.0	9200.0	9600.0
6400.0	1600.0	0.0	2000.0	3400.0	3100.0	4400.0	3800.0	4900.0	6800.0	7100.0	9000.0	9200.0
5200.0	3100.0	2000.0	0.0	1600.0	2400.0	4100.0	1800.0	3000.0	4900.0	5400.0	7400.0	7300.0
5800.0	4700.0	3400.0	1600.0	0.0	3800.0	5400.0	1300.0	3100.0	4400.0	5400.0	7200.0	6800.0
3200.0	2900.0	3100.0	2400.0	3800.0	0.0	1600.0	3000.0	2700.0	4600.0	4300.0	6200.0	6700.0
2600.0	3700.0	4400.0	4100.0	5400.0	1600.0	0.0	4500.0	3600.0	5300.0	4400.0	6100.0	6900.0
4400.0	4800.0	3800.0	1800.0	1300.0	3000.0	4500.0	0.0	1700.0	3200.0	4100.0	5900.0	5600.0
2800.0	5300.0	4900.0	3000.0	3100.0	2700.0	3600.0	1700.0	0.0	2000.0	2400.0	4200.0	4200.0
3400.0	7400.0	6800.0	4900.0	4400.0	4600.0	5300.0	3200.0	2000.0	0.0	1700.0	2900.0	2400.0
2000.0	7200.0	7100.0	5400.0	5400.0	4300.0	4400.0	4100.0	2400.0	1700.0	0.0	1900.0	2500.0
3400.0	9200.0	9000.0	7400.0	7200.0	6200.0	6100.0	5900.0	4200.0	2900.0	1900.0	0.0	1600.0
4400.0	9600.0	9200.0	7300.0	6800.0	6700.0	6900.0	5600.0	4200.0	2400.0	2500.0	1600.0	0.0
#

